name,establishment,city,locality,latitude,longitude,cuisines,average_cost_for_two,highlights,aggregate_rating
Pani Puri Park,Quick Bites,Madurai,Sathamangalam,9.956038379,78.11925307,"Fast Food, Chinese, Beverages",100,"Dinner, Cash, Lunch, Takeaway Available, Indoor Seating, Digital Payments Accepted",3.9
Nambi Vilas,Quick Bites,Madurai,Viswanathapuram,9.945351064,78.12915277,South Indian,200,"Breakfast, Takeaway Available, Credit Card, Lunch, Dinner, No Alcohol Available, Cash, Debit Card, Indoor Seating, Air Conditioned",3.9
Ezham Suvai,Casual Dining,Trichy,Thillai Nagar,10.81942332,78.6855891,South Indian,300,"Takeaway Available, Cash, Credit Card, Lunch, Debit Card, Dinner, Indoor Seating, Table Reservation Not Required, Air Conditioned",3.9
Yanaikkal Sultan,Quick Bites,Madurai,Iyer Bungalow,9.963881508,78.13526552,"Chettinad, Chinese",150,"No Alcohol Available, Lunch, Takeaway Available, Cash, Dinner, Indoor Seating, Halal",4
Juicy,Quick Bites,Kochi,Perumbavoor,10.1133452,76.4789864,"Juices, Beverages, Desserts",200,"Cash, Takeaway Available, Dinner, Delivery, Lunch, Indoor Seating",4.2
Modern Restaurant,Quick Bites,Madurai,Periyar,9.922521251,78.11736647,South Indian,300,"Takeaway Available, Dinner, Cash, Breakfast, Lunch, Indoor Seating",4.2
Hotel Irani,Casual Dining,Coimbatore,RS Puram,11.01124553,76.95012007,"North Indian, Mughlai, South Indian",400,"Credit Card, Takeaway Available, Dinner, Delivery, Lunch, Air Conditioned, Table Reservation Not Required, Indoor Seating",2.1
Pitch - The Sports Lounge,Bar,Chennai,Taramani,12.98344502,80.24620492,Finger Food,1800,"Takeaway Available, Dinner, Lunch, Cash, Credit Card, Debit Card, Indoor Seating, LGBTQIA Friendly, Nightlife, Smoking Area, Fullbar, Air Conditioned",2.7
Hotel Theja's Best Biryani,Quick Bites,Coimbatore,Singanallur,11.01913799,77.02279855,Biryani,500,"Cash, Delivery, No Alcohol Available, Dinner, Takeaway Available, Lunch, Indoor Seating, Table booking recommended",2.7
Vapa Dham Biriyani,Mess,Coimbatore,Gandhipuram,11.031291,76.955595,"Biryani, Chettinad",200,"Takeaway Available, Cash, Indoor Seating",3.2
A2B - Adyar Ananda Bhavan,Sweet Shop,Chennai,Mogappair,13.08052528,80.18127568,"Mithai, North Indian, South Indian, Chinese",450,"Delivery, Breakfast, Dinner, Cash, Takeaway Available, Credit Card, Debit Card, Lunch, Air Conditioned, Catering Available, Pure Veg, Desserts and Bakes, Indoor Seating, Digital Payments Accepted, Table Reservation Not Required",3.4
Mangala Vilas,Quick Bites,Salem,Alagapuram Pudur,11.67146927,78.14130058,"Chettinad, South Indian",300,"No Alcohol Available, Cash, Breakfast, Takeaway Available, Lunch, Dinner, Indoor Seating, Free Parking",3.4
Madurai Muniyandi Vilas,Quick Bites,Trichy,Sangillyandapuram,10.79717522,78.68146319,"Chettinad, South Indian",300,"No Alcohol Available, Cash, Credit Card, Dinner, Takeaway Available, Debit Card, Breakfast, Indoor Seating, Air Conditioned",3.4
R K Tandoori,Quick Bites,Vellore,Saidapet,12.92375804,79.13420163,"Fast Food, South Indian",300,"Lunch, Delivery, Cash, Dinner, Takeaway Available, Indoor Seating",3.4
Hotel Majestic,Casual Dining,Thrissur,Poothole,10.51718551,76.21045668,"South Indian, Kerala",500,"Takeaway Available, Lunch, Breakfast, Cash, Dinner, Indoor Seating, Table Reservation Not Required",3.5
BBQ Hub,Kiosk,Chennai,Mogappair,13.08044429,80.18098868,"BBQ, Kebab, Wraps",350,"Cash, Delivery, Dinner, Outdoor Seating",3.6
Al Ahad Muslim Biriyani,Quick Bites,Madurai,Periyar,9.916446375,78.11569747,Biryani,300,"Lunch, Cash, Dinner, Indoor Seating",3.7
Grab D Thattu,Quick Bites,Chennai,"OMR Food Street, Navallur",12.84907402,80.22596061,South Indian,150,"Cash, Takeaway Available, Lunch, No Alcohol Available, Dinner, Indoor Seating",3.8
Sree Anandhaas,Casual Dining,Coimbatore,Gandhipuram,11.01698076,76.96864441,"Chinese, South Indian, North Indian, Chettinad",500,"No Alcohol Available, Cash, Breakfast, Credit Card, Dinner, Takeaway Available, Lunch, Delivery, Debit Card, Indoor Seating, Pure Veg",3.8
Ramesh Mess,Quick Bites,Coimbatore,Saibaba Colony,11.02292946,76.94729134,South Indian,300,"Cash, Takeaway Available, No Alcohol Available, Dinner, Breakfast, Lunch, Indoor Seating",3.9
Mud Koffee,Kiosk,Chennai,Besant Nagar,13.00086725,80.27082894,"Coffee, Fast Food",100,"No Seating Available, Takeaway Available, Dinner, Cash, Digital Payments Accepted",4
Aarnad Kitchen,Quick Bites,Trichy,Thillai Nagar,10.82439102,78.68668813,South Indian,200,"No Alcohol Available, Cash, Dinner, Takeaway Available, Lunch, Indoor Seating",4
Karuppa Karivirundhu Mess,Casual Dining,Trichy,Thillai Nagar,10.82223106,78.68390668,South Indian,300,"Takeaway Available, Dinner, Cash, Lunch, Indoor Seating, Air Conditioned, Table Reservation Not Required",4
Shree Anandhaas,Casual Dining,Coimbatore,Gandhipuram,11.01715091,76.96852975,"South Indian, North Indian, Chinese",300,"Cash, No Alcohol Available, Dinner, Takeaway Available, Breakfast, Lunch, Indoor Seating, Pure Veg, Air Conditioned",4.1
Avana Chapathi,Quick Bites,Trichy,Sangillyandapuram,10.81086757,78.69436327,South Indian,150,"Dinner, Takeaway Available, No Alcohol Available, Cash, Indoor Seating",4.1
Junior Kuppanna,Casual Dining,Madurai,KK Nagar,9.936471176,78.14346604,South Indian,600,"Dinner, Delivery, Credit Card, Lunch, Cash, Takeaway Available, Debit Card, Indoor Seating, Air Conditioned, Table booking recommended",2.3
Ponnusamy Hotel,Casual Dining,Puducherry,Lawspet,11.95321688,79.81972028,"Chettinad, Andhra, Arabian, Biryani, Chinese, Hyderabadi, Tamil, South Indian",600,"Breakfast, Takeaway Available, Credit Card, Debit Card, Dinner, Lunch, Cash, Air Conditioned, Indoor Seating, Table Reservation Not Required",2.6
Golden Fork Restaurant,Casual Dining,Kochi,Palarivattom,10.005175,76.31360556,"Fast Food, South Indian, North Indian, Chinese",750,"Cash, No Alcohol Available, Dinner, Delivery, Lunch, Indoor Seating, Catering Available, Air Conditioned",2.7
Arabian Food Court,Quick Bites,Kochi,Kacheripady,9.990625522,76.28624417,"Kerala, Biryani, Arabian, Chinese, Beverages",400,"Lunch, Cash, Takeaway Available, No Alcohol Available, Dinner, Delivery, Indoor Seating",2.9
Jayaram Bakery,Bakery,Madurai,Periyar,9.916591692,78.11225954,Bakery,300,"Takeaway Available, Debit Card, No Seating Available, Cash, Credit Card, Pre-Ordering Required, Air Conditioned, Desserts and Bakes",3.5
Aachi Chettinadu Hotel,Casual Dining,Madurai,Southern Railway Colony,9.918148897,78.11215729,"Biryani, South Indian",300,"Lunch, Takeaway Available, No Alcohol Available, Dinner, Cash, Breakfast, Indoor Seating, Air Conditioned",3.5
Lava Cakes,Bakery,Vellore,Katpadi,12.96672109,79.15663529,Bakery,200,"Takeaway Available, Debit Card, Cash, Credit Card, Indoor Seating",3.5
Mansuk's,Quick Bites,Chennai,Purasavakkam,13.08471523,80.2547786,"North Indian, Mithai, Fast Food, Street Food",500,"Lunch, Cash, Takeaway Available, Credit Card, Dinner, Delivery, Debit Card, Free Parking, Air Conditioned, Indoor Seating, Catering Available, Pure Veg",3.6
Kamakshi Mess,Mess,Chennai,West Mambalam,13.03881334,80.21922961,South Indian,300,"Cash, Takeaway Available, No Alcohol Available, Dinner, Breakfast, Lunch, Indoor Seating",3.6
The Brownie Club,Bakery,Chennai,Egatoor,12.83882643,80.22735804,Bakery,350,"Delivery, Credit Card, Cash, Takeaway Available, Debit Card, Indoor Seating, Air Conditioned, Desserts and Bakes, Pre-Ordering Required",3.7
Le Wrap Factorie,Kiosk,Chennai,Chetpet,13.06912227,80.23527794,"American, Mexican, Fast Food",250,"Cash, Delivery, No Alcohol Available, Lunch, Takeaway Available, No Seating Available, Dinner, Free Parking",3.7
Cold Mold,Kiosk,Chennai,Mogappair,13.0865757,80.188003,"Juices, Ice Cream",200,"Standing Tables, Delivery, Cash, Takeaway Available, Self Service, Desserts and Bakes, Outdoor Seating, Digital Payments Accepted",3.7
Saltlick by Gallop,Lounge,Chennai,"Radisson Blu, GST Road",12.99478697,80.18732741,"Bar Food, Mexican, Continental, North Indian",1500,"Credit Card, Dinner, Cash, Debit Card, Lunch, DJ, Valet Parking Available, Indoor Seating, Smoking Area, Live Sports Screening, Fullbar, Table booking recommended, Outdoor Seating, Air Conditioned, Wifi, Nightlife, Serves Cocktails",3.7
Earthen Oven -WelcomHotel,Fine Dining,Chennai,"WelcomHotel, RK Salai (Cathedral Road)",13.04511856,80.25745209,North Indian,2700,"Cash, Credit Card, Dinner, Serves Alcohol, Debit Card, 4/5 Star, Table reservation required, Valet Parking Available, Indoor Seating, Air Conditioned, Wheelchair Accessible, Fullbar",3.7
Citrus CafÃƒÂ© - Lemon Tree Hotel,Fine Dining,Coimbatore,Lemon Tree,11.07475796,77.02848718,"North Indian, South Indian, American, Chinese, Italian",1500,"Cash, Debit Card, Breakfast, Lunch, No Alcohol Available, Credit Card, Takeaway Available, Dinner, Outdoor Seating, Air Conditioned, Wifi, 4/5 Star, All Day Breakfast, Wheelchair Accessible, Valet Parking Available, Indoor Seating, Smoking Area, Buffet, Table booking recommended",3.7
Mukku Kadai K Subbu,Quick Bites,Madurai,Arrapalayam,9.930995307,78.10989752,South Indian,200,"Takeaway Available, Cash, Indoor Seating",3.7
Siraj Biryani,Quick Bites,Trichy,Thillai Nagar,10.81681184,78.68905015,Biryani,350,"No Seating Available, Delivery, Cash, Credit Card, Lunch, Takeaway Available, No Alcohol Available, Debit Card, Dinner, Free Parking, Halal",3.7
ibaco,Dessert Parlour,Chennai,Anna Nagar East,13.08818143,80.22373807,"Ice Cream, Desserts",200,"Cash, Takeaway Available, Credit Card, Delivery, Debit Card, Indoor Seating, Desserts and Bakes, Air Conditioned, Pure Veg",3.8
Aibaik,Quick Bites,Madurai,Sathamangalam,9.921392417,78.14652041,"South Indian, North Indian, Chinese",300,"Dinner, Cash, Takeaway Available, Debit Card, Lunch, Delivery, Credit Card, Indoor Seating, Air Conditioned",3.8
Cafe Coffee Day,Cafe,Madurai,Sathamangalam,9.92374,78.148807,"Beverages, Cafe, Sandwich, Fast Food",650,"Dinner, Cash, Takeaway Available, Credit Card, Debit Card, Lunch, Breakfast, Indoor Seating, Digital Payments Accepted, Free Wifi, Air Conditioned, Wifi, Pure Veg, Desserts and Bakes",3.8
Madurai In Suvai,Casual Dining,Madurai,SS Colony,9.92684,78.094285,South Indian,400,"Dinner, Delivery, Credit Card, Debit Card, Lunch, Cash, Takeaway Available, Breakfast, Indoor Seating",3.8
Ariya Nivaas,Casual Dining,Trivandrum,Palayam,8.488825453,76.95377659,"South Indian, Kerala",350,"Takeaway Available, Credit Card, Dinner, Breakfast, Cash, Debit Card, Lunch, Indoor Seating, Table Reservation Not Required",3.8
Sree Mohan Bhojanalay,Quick Bites,Madurai,Periyar,9.919585878,78.11624028,North Indian,150,"Dinner, Takeaway Available, Credit Card, No Alcohol Available, Lunch, Cash, Debit Card, Indoor Seating, Pure Veg",3.9
Srie Ram Mess,Mess,Coimbatore,Peelamedu,11.02612524,77.01950848,"South Indian, Fast Food",200,"Cash, Debit Card, Takeaway Available, No Alcohol Available, Dinner, Credit Card, Breakfast, Lunch, Indoor Seating",4
New Mass,Quick Bites,Madurai,Sathamangalam,9.920974,78.143314,"South Indian, Biryani",250,"Dinner, Takeaway Available, Lunch, Cash, Indoor Seating",4.1
Al Chef Malabari,Quick Bites,Kochi,Aluva,10.10861797,76.37173388,"Arabian, Biryani, Kerala",300,"Dinner, Cash, Credit Card, Lunch, Takeaway Available, Debit Card, Indoor Seating, Air Conditioned",4.3
Idli Kadai,Quick Bites,Coimbatore,RS Puram,11.01389875,76.94862004,"South Indian, Fast Food",250,"Breakfast, Dinner, Cash, Lunch, Takeaway Available, Credit Card, Air Conditioned, Serves Jain Food, Wifi, Pure Veg, Outdoor Seating",2.7
Ganesh Restaurant,Quick Bites,Madurai,Kamrajnagar,9.91709667,78.1329672,South Indian,350,"Lunch, Delivery, Cash, Breakfast, Dinner, Takeaway Available, Air Conditioned, Indoor Seating",2.7
Ammaiyappa Restaurant,Quick Bites,Coimbatore,Saravanampatty,11.0664636,77.00111356,North Indian,200,"Lunch, Cash, Takeaway Available, No Alcohol Available, Dinner, Delivery, Indoor Seating",2.8
Hot Chips,Casual Dining,Puducherry,MG Road,11.933425,79.82443333,"South Indian, North Indian, Street Food",350,"Credit Card, Lunch, Takeaway Available, Breakfast, Dinner, Pure Veg, Indoor Seating",2.8
La Mensa Ethnic Italian,Casual Dining,Coimbatore,Peelamedu,11.020519,76.990672,Italian,800,"No Alcohol Available, Dinner, Cash, Takeaway Available, Debit Card, Lunch, Delivery, Credit Card, Outdoor Seating, Indoor Seating, Table booking recommended",2.9
Domino's Pizza,Food Court,Thrissur,"Shobha City Mall, Puzhakkal",10.54919059,76.18260395,"Pizza, Fast Food",400,"Takeaway Available, Lunch, Credit Card, Mall Parking, Dinner, Debit Card, Cash, Air Conditioned, Indoor Seating, Digital Payments Accepted",3.2
Down Town - Deccan Plaza,Bar,Chennai,"Deccan Plaza, Royapettah",13.04590017,80.26664872,Finger Food,1000,"Lunch, Credit Card, Cash, Takeaway Available, Dinner, Debit Card, Axis Bank - Dining Delights, Free Parking, Indoor Seating, Wifi, Fullbar, Wheelchair Accessible, Live Music, Air Conditioned, Pure Veg",3.3
Thalassery Restaurant,Casual Dining,Ooty,Elk Hill,11.40997532,76.70567192,South Indian,600,"Dinner, Cash, Takeaway Available, Breakfast, Lunch, Delivery, Credit Card, Debit Card, Indoor Seating, Table booking recommended",3.3
Lakshmi's Chappathi Corner,Quick Bites,Madurai,Viswanathapuram,9.940744543,78.1292785,North Indian,100,"No Alcohol Available, No Seating Available, Cash, Delivery, Dinner, Takeaway Available",3.5
Fish An Pizza,Quick Bites,Puducherry,Heritage Town,11.940151,79.831949,"North Indian, Fast Food",400,"Cash, Delivery, No Alcohol Available, Dinner, Takeaway Available, Lunch, Indoor Seating, Air Conditioned",3.5
SNS Club,Bar,Chennai,Adyar,13.00668963,80.2564466,"North Indian, Fast Food, Chinese",1100,"Dinner, Debit Card, Credit Card, Cash, Lunch, Indoor Seating, Fullbar, Members Only, Air Conditioned, Pool Table",3.6
Madurai Bun Porotta,Quick Bites,Madurai,Sathamangalam,9.926416325,78.14199887,"South Indian, Chettinad",200,"Delivery, Cash, Dinner, Takeaway Available, Lunch, No Alcohol Available, Outdoor Seating",3.7
Senthilnathan Mess,Mess,Chennai,Mylapore,13.04217142,80.27405832,South Indian,300,"Dinner, Takeaway Available, Breakfast, Lunch, Cash, Credit Card, Debit Card, Indoor Seating",3.8
ibaco,Dessert Parlour,Chennai,Mylapore,13.04419912,80.26397455,"Ice Cream, Desserts",200,"Cash, Takeaway Available, Credit Card, Delivery, Debit Card, Indoor Seating, Desserts and Bakes, Air Conditioned, Pure Veg",3.8
Tag With Us,Cafe,Coimbatore,Race Course,11.00006633,76.9847836,"Beverages, Fast Food",400,"Lunch, Cash, No Alcohol Available, Dinner, Takeaway Available, Indoor Seating",3.8
Sree Radhakrishna Coffee Club,Quick Bites,Thrissur,Poothole,10.522409,76.215108,South Indian,150,"Takeaway Available, Cash",3.8
Balajee Juices,Beverage Shop,Chennai,Adyar,12.99488498,80.25235791,"Beverages, Juices",100,"Cash, Delivery, Takeaway Available, Digital Payments Accepted, Outdoor Seating",3.9
Sri Krishna Sweets,Sweet Shop,Coimbatore,RS Puram,11.00559,76.951272,Mithai,300,"Cash, No Alcohol Available, Takeaway Available, Credit Card, Indoor Seating, Pure Veg, Desserts and Bakes, Air Conditioned",3.9
Hotel Nalan,Casual Dining,Coimbatore,Ramanathapuram,10.99650626,77.00196113,South Indian,300,"Takeaway Available, Breakfast, Lunch, Cash, Delivery, No Alcohol Available, Dinner, Free Parking, Indoor Seating, Pure Veg, Table Reservation Not Required",3.9
Kp Chicken Park,Quick Bites,Madurai,Periyar,9.911436185,78.11825663,Fast Food,300,"Dinner, Cash, Breakfast, Lunch, Takeaway Available, Indoor Seating",3.9
Shri Gupta Sweets,Sweet Shop,Salem,Shevapet,11.66254364,78.14840298,"Street Food, Sandwich, Mithai, North Indian",200,"No Alcohol Available, Dinner, Takeaway Available, Credit Card, Debit Card, Lunch, Cash, Breakfast, Free Parking, Indoor Seating, Pure Veg, Desserts and Bakes",3.9
7 Eleven Fried Chicken,Quick Bites,Trichy,Kattur,10.79807333,78.7526061,Fast Food,550,"No Alcohol Available, Lunch, Dinner, Takeaway Available, Delivery, Cash, Indoor Seating, Air Conditioned, Halal, Free Parking",3.9
Thaagam Elaneer Sarbat,Beverage Shop,Madurai,Southern Railway Colony,9.911671008,78.11860465,Beverages,100,"Delivery, Cash, Takeaway Available, Indoor Seating, Desserts and Bakes",4
WOW! Momo,Quick Bites,Kochi,"Centre Square Mall, Kacheripady",9.977825705,76.28283374,"Fast Food, Chinese, Momos",500,"Takeaway Available, No Alcohol Available, Cash, Lunch, Mall Parking, Credit Card, Dinner, Debit Card, Air Conditioned, Indoor Seating",2.5
Max Fun Multi Cuisine Restaurant,Casual Dining,Kochi,Tripunithura,9.958061111,76.35836667,"North Indian, Chinese",500,"Lunch, Debit Card, Breakfast, Dinner, Cash, Takeaway Available, Indoor Seating",2.6
Deli - The Gateway Hotel,Cafe,Kochi,"The Gateway Hotel, Marine Drive",9.976203074,76.27748575,"Cafe, Desserts, Ice Cream",600,"Cash, No Alcohol Available, Indoor Seating, Air Conditioned, Desserts and Bakes",2.8
Wake n Bake,Cafe,Coimbatore,RS Puram,11.00800615,76.95074067,"Cafe, Desserts, Indian, Coffee, Tea",500,"Cash, Debit Card, Delivery, Breakfast, Credit Card, Takeaway Available, No Alcohol Available, Indoor Seating",3.3
Aura - Hotel Radha Regent,Bar,Chennai,"Hotel Radha Regent, Arumbakkam",13.06490985,80.21048125,Finger Food,2100,"Credit Card, Debit Card, Dinner, Cash, Lunch, Nightlife, Wifi, 4/5 Star, Fullbar, Indoor Seating, Valet Parking Available, Wheelchair Accessible, Air Conditioned, Live Music",3.4
Restro Cafe,Cafe,Madurai,Periyar,9.917423633,78.11160173,Cafe,500,"Lunch, Takeaway Available, No Alcohol Available, Dinner, Cash, Indoor Seating, Table booking recommended, Air Conditioned, Digital Payments Accepted, Desserts and Bakes",3.4
Terrace Grill - Hotel Atithi,Fine Dining,Puducherry,Hotel Atithi,11.94218121,79.83088966,North Indian,1300,"Dinner, Cash, Takeaway Available, Credit Card, Serves Alcohol, Debit Card, Valet Parking Available, Rooftop, Outdoor Seating, Table booking recommended, Luxury Dining, 4/5 Star, Fullbar",3.4
Pizza Hunt,Quick Bites,Puducherry,Gandhinagar,11.94384754,79.80275899,"Fast Food, Pizza, Chinese",500,"Dinner, Cash, Takeaway Available, Lunch, Delivery, Credit Card, Indoor Seating, Air Conditioned",3.4
CK's Bakery,Bakery,Chennai,Teynampet,13.03895412,80.24992179,"Bakery, Fast Food",400,"Debit Card, No Alcohol Available, Takeaway Available, Cash, Delivery, Credit Card, Desserts and Bakes, Digital Payments Accepted, Air Conditioned, Pre-Ordering Required, Indoor Seating",3.5
Hao Ming,Quick Bites,Thrissur,Poothole,10.52474118,76.22008111,Chinese,300,"Cash, Dinner, Takeaway Available, Lunch, No Alcohol Available, Indoor Seating, Air Conditioned",3.5
The Drunken Monkey,Beverage Shop,Vellore,Katpadi,12.96818417,79.15364731,"Beverages, Sandwich, Wraps",300,"Cash, Takeaway Available, Debit Card, Delivery, Credit Card, Indoor Seating, Air Conditioned, Table booking recommended",3.5
Dosart,Quick Bites,Vellore,Katpadi,12.9673716,79.15824395,South Indian,200,"No Alcohol Available, Cash, Takeaway Available, Dinner, Indoor Seating, Free Parking",3.5
18 Degree North - Clarion Hotel,Fine Dining,Chennai,"Clarion Hotel, Mylapore",13.04325648,80.27107101,"North Indian, Mughlai, Chettinad",1500,"Takeaway Available, Debit Card, Lunch, Dinner, Cash, Credit Card, No Alcohol Available, 4/5 Star, Air Conditioned, Luxury Dining, Indoor Seating, Table booking recommended, Wheelchair Accessible",3.6
Spice Bar,Bar,Chennai,Valasaravakkam,13.04175007,80.17875541,Finger Food,1000,"Debit Card, Lunch, Credit Card, Dinner, Cash, Live Sports Screening, Fullbar, Air Conditioned, Smoking Area, Gin Bar, Indoor Seating",3.6
Ibaco,Dessert Parlour,Coimbatore,Ramanathapuram,10.99717108,76.99891347,"Ice Cream, Desserts",300,"Cash, Debit Card, No Alcohol Available, Credit Card, Takeaway Available, Air Conditioned, Pure Veg, Indoor Seating, Desserts and Bakes",3.6
Michel's Ice Cream,Dessert Parlour,Trichy,Sangillyandapuram,10.7998376,78.68817441,"Bakery, Desserts, Ice Cream",80,"Cash, Desserts and Bakes",3.6
Food O Mania,Quick Bites,Trichy,KK Nagar,10.775657,78.694208,Fast Food,150,"Cash, Dinner, Takeaway Available, Indoor Seating",3.6
Curry Chatty,Casual Dining,Trivandrum,Thycaud,8.491889785,76.95870012,"Kerala, North Indian, Chinese",600,"Dinner, Cash, Breakfast, Lunch, Takeaway Available, Debit Card, Indoor Seating, Air Conditioned",3.6
The Red Box,Kiosk,Chennai,Ambattur,13.12042711,80.14901944,"Chinese, Thai",400,"Takeaway Available, Debit Card, Lunch, Cash, Delivery, Credit Card, Dinner",3.7
Dessi Cuppa - Perumbavoor,Beverage Shop,Kochi,Perumbavoor,10.1152197,76.4740541,"Beverages, Desserts, Juices",200,"Takeaway Available, No Alcohol Available, Cash, Indoor Seating",3.7
Trichy Famous Biriyani,Quick Bites,Trichy,Karumandapam,10.78862344,78.6653924,Biryani,250,"Lunch, Cash, No Alcohol Available, Dinner, Takeaway Available, Indoor Seating, Halal",3.7
Iceberg Icecreams,Dessert Parlour,Trichy,Thillai Nagar,10.81935,78.683716,"Ice Cream, Beverages, Desserts",150,"Cash, Takeaway Available, Debit Card, Delivery, Credit Card, Indoor Seating, Digital Payments Accepted, Desserts and Bakes",3.7
Sri Krishna Bhavan Restaurant,Quick Bites,Coimbatore,Town Hall,10.99853165,76.96365919,"North Indian, South Indian",250,"No Alcohol Available, Dinner, Delivery, Lunch, Cash, Takeaway Available, Debit Card, Pure Veg, Indoor Seating",3.8
Tea Junction,Cafe,Kochi,Chittoor Road,9.976534601,76.28510457,Cafe,300,"Cash, Breakfast, Dinner, Takeaway Available, Debit Card, Lunch, No Alcohol Available, Free Parking, Indoor Seating",3.8
Andhra Curry,Casual Dining,Madurai,Sathamangalam,9.926668972,78.13344397,Andhra,600,"Lunch, Takeaway Available, Credit Card, Dinner, Cash, Debit Card, Table Reservation Not Required, Air Conditioned, Indoor Seating",3.8
Ramba Bar,Bar,Coimbatore,Town Hall,10.99404377,76.96304262,"Finger Food, Chinese",1200,"Cash, Debit Card, Serves Alcohol, Credit Card, Takeaway Available, Indoor Seating, Smoking Area, Nightlife, Valet Parking Available, Air Conditioned, Fullbar",3.9
The CocoCane Juicery,Beverage Shop,Kochi,Tripunithura,9.952650231,76.34023234,"Beverages, Juices",100,"No Seating Available, Takeaway Available, Cash",3.9
Cane Home,Cafe,Kochi,Mattancherry,9.945700456,76.25410058,"Beverages, Healthy Food, Juices",300,"Breakfast, No Alcohol Available, Takeaway Available, Debit Card, Cash, Credit Card, Desserts and Bakes, Free Parking, Indoor Seating",3.9
Mr. Fried Chicken,Quick Bites,Madurai,SS Colony,9.92024013,78.09428036,"Fast Food, Burger",200,"Delivery, Cash, Takeaway Available, Indoor Seating, Digital Payments Accepted",3.9
Welcom Cafe Riva,Casual Dining,Chennai,Mahabalipuram,12.79768805,80.02182908,"Continental, Mediterranean, South Indian, Italian, European, Finger Food, Asian",2500,"Debit Card, Serves Alcohol, Dinner, Cash, Breakfast, Lunch, Credit Card, Group Meal, Valet Parking Available, Indoor Seating, Table booking for Groups, Kid Friendly, Wifi, Desserts and Bakes, Table Reservation Not Required, Free Parking, Outdoor Seating, Free Wifi, Air Conditioned, Disabled Friendly, Wheelchair Accessible, Buffet",4
Healthy Home,Quick Bites,Madurai,Bethaniyapuram,9.936789204,78.09325174,"Healthy Food, South Indian",150,"Delivery, Lunch, Dinner, Cash, Takeaway Available, No Alcohol Available, Indoor Seating",4
New Biryani Paradise,Casual Dining,Puducherry,Heritage Town,11.93991261,79.82157469,"North Indian, Fast Food, Biryani",400,"Dinner, Delivery, Lunch, Cash, Takeaway Available, Indoor Seating, Air Conditioned, Digital Payments Accepted",4
A1 Food Land,Casual Dining,Puducherry,White Town,11.94070741,79.8331226,"North Indian, Chinese, Biryani, Seafood",350,"Dinner, Takeaway Available, Lunch, Cash, Indoor Seating, Air Conditioned, Digital Payments Accepted",4
The Eatery - Four Points by Sheraton,Casual Dining,Kochi,Kakkanad,10.007754,76.362729,"North Indian, South Indian, Asian, Continental, Healthy Food",1900,"Dinner, Takeaway Available, Lunch, Cash, Credit Card, Debit Card, Indoor Seating, Air Conditioned, All Day Breakfast, Table booking recommended",4.4
926,Fine Dining,Chennai,"Abu Sarovar Portico, Egmore",13.07918664,80.25231533,"North Indian, South Indian, Chinese",1000,"Cash, Lunch, Credit Card, Dinner, Breakfast, Debit Card, No Alcohol Available, Air Conditioned, Wheelchair Accessible, Buffet, Valet Parking Available, Indoor Seating, Table reservation required, 4/5 Star",2.6
KCM,Casual Dining,Coimbatore,Singanallur,11.0069923,77.0127968,"Arabian, North Indian, Chinese, Seafood",600,"Dinner, Cash, Delivery, No Alcohol Available, Lunch, Credit Card, Takeaway Available, Indoor Seating",2.9
Sahana Chettinadu Mess,Mess,Chennai,Nungambakkam,13.05421748,80.23472942,South Indian,200,"Delivery, Cash, Takeaway Available, Debit Card, Table booking recommended",3.1
Willy's Coffee Pub,Cafe,Ooty,Elk Hill,11.40957798,76.70624793,Cafe,350,"Takeaway Available, Cash, Dinner, No Alcohol Available, Breakfast, Lunch, Indoor Seating, Desserts and Bakes, Table Reservation Not Required",3.3
Hotel Mercury,Casual Dining,Chennai,Anna Nagar West,13.09461634,80.20038441,South Indian,100,"Lunch, No Alcohol Available, Takeaway Available, Cash, Dinner, Indoor Seating",3.4
Melange Restaurant & Cafe,Casual Dining,Salem,Alagapuram Pudur,11.67620055,78.14243406,"North Indian, Fast Food, Chinese, Chettinad, Cafe",700,"Takeaway Available, Cash, Credit Card, Lunch, No Alcohol Available, Debit Card, Dinner, Indoor Seating, Air Conditioned, Table booking recommended, Free Wifi",3.4
Boomerang,Dessert Parlour,Coimbatore,Saibaba Colony,11.02610682,76.94469865,"Desserts, Ice Cream",200,"Cash, Debit Card, Takeaway Available, Credit Card, Delivery, No Alcohol Available, Air Conditioned, Desserts and Bakes, Indoor Seating, Pure Veg",3.5
Hotel Balaji Bhavan,Quick Bites,Trichy,Srirangam,10.85755966,78.68990544,South Indian,200,"Cash, Lunch, No Alcohol Available, Breakfast, Dinner, Takeaway Available, Indoor Seating",3.5
The Grand Sweets and Snacks - Amirtham Restaurant,Sweet Shop,Chennai,Adyar,13.0008042,80.26119377,"Mithai, Street Food, South Indian",500,"Dinner, Delivery, Debit Card, Lunch, Cash, Takeaway Available, Credit Card, Indoor Seating, Air Conditioned, Pure Veg, Digital Payments Accepted, Desserts and Bakes",3.6
A2B - Adyar Ananda Bhavan,Sweet Shop,Chennai,Royapuram,13.10833597,80.29128548,"Mithai, North Indian, South Indian, Chinese",450,"Cash, Delivery, Credit Card, Breakfast, Dinner, Debit Card, Lunch, Takeaway Available, No Alcohol Available, Desserts and Bakes, Pre-Ordering Required, Air Conditioned, Pure Veg, Indoor Seating, Table booking recommended, Digital Payments Accepted",3.6
